Time in s	CH I in Volt	CH II in Volt	
0.E+0	2.12E+00	1.80E-02	
1.E-7	2.12E+00	1.80E-02	
2.E-7	2.12E+00	1.80E-02	
3.E-7	2.12E+00	1.80E-02	
4.E-7	2.12E+00	1.60E-02	
5.E-7	2.12E+00	1.60E-02	
6.E-7	2.12E+00	1.60E-02	
7.E-7	2.12E+00	1.80E-02	
8.E-7	2.12E+00	1.80E-02	
9.E-7	2.12E+00	2.00E-02	
1.E-6	2.12E+00	2.00E-02	
1.1E-6	2.12E+00	2.00E-02	
1.2E-6	2.12E+00	2.20E-02	
1.3E-6	2.12E+00	2.20E-02	
1.4E-6	2.12E+00	2.20E-02	
1.5E-6	2.12E+00	2.00E-02	
1.6E-6	2.08E+00	2.00E-02	
1.7E-6	2.12E+00	1.80E-02	
1.8E-6	2.12E+00	1.60E-02	
1.9E-6	2.12E+00	1.60E-02	
2.E-6	2.12E+00	1.60E-02	
2.1E-6	2.12E+00	1.40E-02	
2.2E-6	2.12E+00	1.40E-02	
2.3E-6	2.12E+00	1.40E-02	
2.4E-6	2.12E+00	1.40E-02	
2.5E-6	2.12E+00	1.40E-02	
2.6E-6	2.12E+00	1.60E-02	
2.7E-6	2.12E+00	1.80E-02	
2.8E-6	2.12E+00	2.00E-02	
2.9E-6	2.12E+00	2.00E-02	
3.E-6	2.12E+00	2.00E-02	
3.1E-6	2.12E+00	2.00E-02	
3.2E-6	2.12E+00	2.00E-02	
3.3E-6	2.08E+00	2.00E-02	
3.4E-6	2.12E+00	1.80E-02	
3.5E-6	2.12E+00	1.80E-02	
3.6E-6	2.12E+00	1.60E-02	
3.7E-6	2.12E+00	1.40E-02	
3.8E-6	2.12E+00	1.40E-02	
3.9E-6	2.12E+00	1.40E-02	
4.E-6	2.12E+00	1.40E-02	
4.1E-6	2.12E+00	1.60E-02	
4.2E-6	2.12E+00	1.60E-02	
4.3E-6	2.12E+00	1.60E-02	
4.4E-6	2.12E+00	1.60E-02	
4.5E-6	2.12E+00	1.80E-02	
4.6E-6	2.12E+00	1.80E-02	
4.7E-6	2.12E+00	2.00E-02	
4.8E-6	2.12E+00	1.80E-02	
4.9E-6	2.12E+00	1.80E-02	
5.E-6	2.12E+00	1.60E-02	
5.1E-6	2.12E+00	1.60E-02	
5.2E-6	2.12E+00	1.40E-02	
5.3E-6	2.12E+00	1.40E-02	
5.4E-6	2.12E+00	1.40E-02	
5.5E-6	2.12E+00	1.40E-02	
5.6E-6	2.12E+00	1.40E-02	
5.7E-6	2.12E+00	1.40E-02	
5.8E-6	2.12E+00	1.60E-02	
5.9E-6	2.12E+00	1.80E-02	
6.E-6	2.12E+00	1.80E-02	
6.1E-6	2.12E+00	1.80E-02	
6.2E-6	2.12E+00	1.80E-02	
6.3E-6	2.12E+00	1.80E-02	
6.4E-6	2.12E+00	1.80E-02	
6.5E-6	2.12E+00	1.80E-02	
6.6E-6	2.12E+00	2.00E-02	
6.7E-6	2.12E+00	2.00E-02	
6.8E-6	2.12E+00	2.00E-02	
6.9E-6	2.12E+00	1.80E-02	
7.E-6	2.12E+00	1.80E-02	
7.1E-6	2.12E+00	1.80E-02	
7.2E-6	2.12E+00	1.80E-02	
7.3E-6	2.12E+00	1.80E-02	
7.4E-6	2.12E+00	2.00E-02	
7.5E-6	2.08E+00	2.00E-02	
7.6E-6	2.12E+00	1.80E-02	
7.7E-6	2.12E+00	1.80E-02	
7.8E-6	2.12E+00	1.80E-02	
7.9E-6	2.12E+00	2.00E-02	
8.E-6	2.12E+00	2.00E-02	
8.1E-6	2.12E+00	2.00E-02	
8.2E-6	2.12E+00	2.00E-02	
8.3E-6	2.12E+00	1.80E-02	
8.4E-6	2.12E+00	1.80E-02	
8.5E-6	2.12E+00	1.60E-02	
8.6E-6	2.12E+00	1.60E-02	
8.7E-6	2.12E+00	1.60E-02	
8.8E-6	2.12E+00	1.80E-02	
8.9E-6	2.12E+00	1.80E-02	
9.E-6	2.12E+00	2.00E-02	
9.1E-6	2.12E+00	2.20E-02	
9.2E-6	2.12E+00	2.20E-02	
9.3E-6	2.12E+00	2.20E-02	
9.4E-6	2.08E+00	2.20E-02	
9.5E-6	2.12E+00	2.20E-02	
9.6E-6	2.12E+00	2.20E-02	
9.7E-6	2.12E+00	2.00E-02	
9.8E-6	2.12E+00	2.00E-02	
9.9E-6	2.12E+00	1.80E-02	
1.E-5	2.12E+00	1.60E-02	
1.01E-5	2.12E+00	1.40E-02	
1.02E-5	2.12E+00	1.20E-02	
1.03E-5	2.12E+00	1.00E-02	
1.04E-5	2.12E+00	1.00E-02	
1.05E-5	2.12E+00	8.00E-03	
1.06E-5	2.12E+00	1.00E-02	
1.07E-5	2.12E+00	1.00E-02	
1.08E-5	2.12E+00	1.00E-02	
1.09E-5	2.12E+00	1.20E-02	
1.1E-5	2.12E+00	1.20E-02	
1.11E-5	2.12E+00	1.40E-02	
1.12E-5	2.12E+00	1.40E-02	
1.13E-5	2.12E+00	1.60E-02	
1.14E-5	2.12E+00	2.00E-02	
1.15E-5	2.12E+00	2.20E-02	
1.16E-5	2.12E+00	2.40E-02	
1.17E-5	2.12E+00	2.40E-02	
1.18E-5	2.08E+00	2.40E-02	
1.19E-5	2.12E+00	2.40E-02	
1.2E-5	2.12E+00	2.40E-02	
1.21E-5	2.12E+00	2.40E-02	
1.22E-5	2.12E+00	2.40E-02	
1.23E-5	2.12E+00	2.20E-02	
1.24E-5	2.12E+00	2.00E-02	
1.25E-5	2.12E+00	1.80E-02	
1.26E-5	2.12E+00	1.80E-02	
1.27E-5	2.12E+00	1.60E-02	
1.28E-5	2.12E+00	1.80E-02	
1.29E-5	2.12E+00	1.80E-02	
1.3E-5	2.08E+00	2.00E-02	
1.31E-5	2.12E+00	2.00E-02	
1.32E-5	2.12E+00	2.20E-02	
1.33E-5	2.12E+00	2.20E-02	
1.34E-5	2.12E+00	2.40E-02	
1.35E-5	2.12E+00	2.40E-02	
1.36E-5	2.12E+00	2.20E-02	
1.37E-5	2.12E+00	2.00E-02	
1.38E-5	2.12E+00	1.80E-02	
1.39E-5	2.12E+00	1.40E-02	
1.4E-5	2.12E+00	1.20E-02	
1.41E-5	2.08E+00	1.20E-02	
1.42E-5	2.12E+00	1.20E-02	
1.43E-5	2.12E+00	1.40E-02	
1.44E-5	2.12E+00	1.40E-02	
1.45E-5	2.12E+00	1.60E-02	
1.46E-5	2.12E+00	1.60E-02	
1.47E-5	2.12E+00	1.60E-02	
1.48E-5	2.12E+00	1.60E-02	
1.49E-5	2.12E+00	1.60E-02	
1.5E-5	2.12E+00	1.60E-02	
1.51E-5	2.12E+00	1.60E-02	
1.52E-5	2.12E+00	1.80E-02	
1.53E-5	2.12E+00	2.00E-02	
1.54E-5	2.12E+00	2.00E-02	
1.55E-5	2.12E+00	1.80E-02	
1.56E-5	2.12E+00	1.80E-02	
1.57E-5	2.12E+00	1.60E-02	
1.58E-5	2.12E+00	1.40E-02	
1.59E-5	2.12E+00	1.40E-02	
1.6E-5	2.12E+00	1.40E-02	
1.61E-5	2.12E+00	1.40E-02	
1.62E-5	2.12E+00	1.40E-02	
1.63E-5	2.12E+00	1.80E-02	
1.64E-5	2.12E+00	2.00E-02	
1.65E-5	2.12E+00	2.40E-02	
1.66E-5	2.12E+00	2.40E-02	
1.67E-5	2.12E+00	2.60E-02	
1.68E-5	2.12E+00	2.60E-02	
1.69E-5	2.12E+00	2.60E-02	
1.7E-5	2.12E+00	2.60E-02	
1.71E-5	2.12E+00	2.60E-02	
1.72E-5	2.12E+00	2.40E-02	
1.73E-5	2.12E+00	2.20E-02	
1.74E-5	2.12E+00	2.00E-02	
1.75E-5	2.12E+00	1.80E-02	
1.76E-5	2.12E+00	1.60E-02	
1.77E-5	2.12E+00	1.60E-02	
1.78E-5	2.12E+00	1.60E-02	
1.79E-5	2.12E+00	1.60E-02	
1.8E-5	2.12E+00	1.60E-02	
1.81E-5	2.12E+00	1.60E-02	
1.82E-5	2.12E+00	1.80E-02	
1.83E-5	2.12E+00	2.00E-02	
1.84E-5	2.12E+00	2.00E-02	
1.85E-5	2.08E+00	2.20E-02	
1.86E-5	2.12E+00	2.40E-02	
1.87E-5	2.12E+00	2.20E-02	
1.88E-5	2.12E+00	2.20E-02	
1.89E-5	2.12E+00	2.00E-02	
1.9E-5	2.12E+00	1.60E-02	
1.91E-5	2.12E+00	1.40E-02	
1.92E-5	2.12E+00	1.20E-02	
1.93E-5	2.12E+00	1.00E-02	
1.94E-5	2.12E+00	1.00E-02	
1.95E-5	2.12E+00	1.00E-02	
1.96E-5	2.12E+00	1.00E-02	
1.97E-5	2.12E+00	1.20E-02	
1.98E-5	2.12E+00	1.40E-02	
1.99E-5	2.12E+00	1.60E-02	
2.E-5	2.12E+00	1.80E-02	
2.01E-5	2.12E+00	2.20E-02	
2.02E-5	2.12E+00	2.20E-02	
2.03E-5	2.08E+00	2.40E-02	
2.04E-5	2.12E+00	2.40E-02	
2.05E-5	2.12E+00	2.20E-02	
2.06E-5	2.12E+00	2.00E-02	
2.07E-5	2.12E+00	1.80E-02	
2.08E-5	2.12E+00	1.80E-02	
2.09E-5	2.12E+00	1.80E-02	
2.1E-5	2.12E+00	1.80E-02	
2.11E-5	2.12E+00	2.00E-02	
2.12E-5	2.12E+00	2.00E-02	
2.13E-5	2.12E+00	2.00E-02	
2.14E-5	2.12E+00	2.00E-02	
2.15E-5	2.12E+00	2.00E-02	
2.16E-5	2.12E+00	2.00E-02	
2.17E-5	2.12E+00	2.00E-02	
2.18E-5	2.12E+00	1.80E-02	
2.19E-5	2.12E+00	1.80E-02	
2.2E-5	2.12E+00	1.60E-02	
2.21E-5	2.12E+00	1.60E-02	
2.22E-5	2.12E+00	1.60E-02	
2.23E-5	2.12E+00	1.40E-02	
2.24E-5	2.12E+00	1.40E-02	
2.25E-5	2.12E+00	1.40E-02	
2.26E-5	2.12E+00	1.40E-02	
2.27E-5	2.12E+00	1.40E-02	
2.28E-5	2.12E+00	1.60E-02	
2.29E-5	2.12E+00	1.60E-02	
2.3E-5	2.12E+00	1.60E-02	
2.31E-5	2.12E+00	1.60E-02	
2.32E-5	2.12E+00	1.80E-02	
2.33E-5	2.12E+00	1.80E-02	
2.34E-5	2.12E+00	1.80E-02	
2.35E-5	2.12E+00	1.80E-02	
2.36E-5	2.12E+00	1.80E-02	
2.37E-5	2.12E+00	2.00E-02	
2.38E-5	2.12E+00	2.00E-02	
2.39E-5	2.12E+00	2.20E-02	
2.4E-5	2.12E+00	2.20E-02	
2.41E-5	2.12E+00	2.00E-02	
2.42E-5	2.12E+00	2.00E-02	
2.43E-5	2.12E+00	2.00E-02	
2.44E-5	2.12E+00	2.00E-02	
2.45E-5	2.12E+00	2.00E-02	
2.46E-5	2.12E+00	2.00E-02	
2.47E-5	2.12E+00	2.20E-02	
2.48E-5	2.12E+00	2.20E-02	
2.49E-5	2.12E+00	2.20E-02	
2.5E-5	2.12E+00	2.20E-02	
2.51E-5	2.12E+00	2.20E-02	
2.52E-5	2.12E+00	2.20E-02	
2.53E-5	2.12E+00	2.20E-02	
2.54E-5	2.12E+00	2.00E-02	
2.55E-5	2.12E+00	1.80E-02	
2.56E-5	2.12E+00	1.80E-02	
2.57E-5	2.12E+00	1.60E-02	
2.58E-5	2.12E+00	1.60E-02	
2.59E-5	2.12E+00	1.60E-02	
2.6E-5	2.12E+00	1.60E-02	
2.61E-5	2.12E+00	1.80E-02	
2.62E-5	2.12E+00	1.80E-02	
2.63E-5	2.12E+00	1.80E-02	
2.64E-5	2.12E+00	2.00E-02	
2.65E-5	2.12E+00	1.80E-02	
2.66E-5	2.12E+00	1.80E-02	
2.67E-5	2.12E+00	1.60E-02	
2.68E-5	2.12E+00	1.60E-02	
2.69E-5	2.12E+00	1.60E-02	
2.7E-5	2.12E+00	1.60E-02	
2.71E-5	2.12E+00	1.60E-02	
2.72E-5	2.12E+00	1.60E-02	
2.73E-5	2.12E+00	1.80E-02	
2.74E-5	2.12E+00	1.80E-02	
2.75E-5	2.12E+00	1.80E-02	
2.76E-5	2.12E+00	2.00E-02	
2.77E-5	2.12E+00	2.00E-02	
2.78E-5	2.12E+00	2.00E-02	
2.79E-5	2.12E+00	1.80E-02	
2.8E-5	2.12E+00	1.80E-02	
2.81E-5	2.12E+00	1.60E-02	
2.82E-5	2.12E+00	1.60E-02	
2.83E-5	2.12E+00	1.60E-02	
2.84E-5	2.12E+00	1.60E-02	
2.85E-5	2.12E+00	1.60E-02	
2.86E-5	2.12E+00	1.80E-02	
2.87E-5	2.12E+00	1.80E-02	
2.88E-5	2.12E+00	1.80E-02	
2.89E-5	2.12E+00	1.80E-02	
2.9E-5	2.12E+00	2.00E-02	
2.91E-5	2.12E+00	2.00E-02	
2.92E-5	2.12E+00	2.00E-02	
2.93E-5	2.12E+00	2.00E-02	
2.94E-5	2.12E+00	2.00E-02	
2.95E-5	2.12E+00	2.00E-02	
2.96E-5	2.12E+00	2.00E-02	
2.97E-5	2.12E+00	2.00E-02	
2.98E-5	2.12E+00	1.80E-02	
2.99E-5	2.12E+00	1.80E-02	
3.E-5	2.12E+00	1.60E-02	
3.01E-5	2.12E+00	1.60E-02	
3.02E-5	2.12E+00	1.80E-02	
3.03E-5	2.12E+00	1.80E-02	
3.04E-5	2.12E+00	1.80E-02	
3.05E-5	2.12E+00	1.80E-02	
3.06E-5	2.12E+00	1.80E-02	
3.07E-5	2.12E+00	1.80E-02	
3.08E-5	2.12E+00	1.80E-02	
3.09E-5	2.12E+00	1.80E-02	
3.1E-5	2.12E+00	1.80E-02	
3.11E-5	2.12E+00	1.80E-02	
3.12E-5	2.12E+00	1.80E-02	
3.13E-5	2.12E+00	1.80E-02	
3.14E-5	2.12E+00	1.80E-02	
3.15E-5	2.12E+00	1.60E-02	
3.16E-5	2.12E+00	1.60E-02	
3.17E-5	2.08E+00	1.60E-02	
3.18E-5	2.12E+00	1.60E-02	
3.19E-5	2.12E+00	1.60E-02	
3.2E-5	2.12E+00	1.60E-02	
3.21E-5	2.08E+00	1.80E-02	
3.22E-5	2.12E+00	1.80E-02	
3.23E-5	2.12E+00	2.00E-02	
3.24E-5	2.12E+00	2.00E-02	
3.25E-5	2.12E+00	2.00E-02	
3.26E-5	2.12E+00	2.20E-02	
3.27E-5	2.12E+00	2.20E-02	
3.28E-5	2.12E+00	2.20E-02	
3.29E-5	2.12E+00	2.20E-02	
3.3E-5	2.12E+00	2.00E-02	
3.31E-5	2.12E+00	2.00E-02	
3.32E-5	2.12E+00	1.80E-02	
3.33E-5	2.12E+00	1.60E-02	
3.34E-5	2.12E+00	1.60E-02	
3.35E-5	2.12E+00	1.60E-02	
3.36E-5	2.12E+00	1.40E-02	
3.37E-5	2.12E+00	1.40E-02	
3.38E-5	2.12E+00	1.20E-02	
3.39E-5	2.12E+00	1.20E-02	
3.4E-5	2.12E+00	1.20E-02	
3.41E-5	2.12E+00	1.20E-02	
3.42E-5	2.12E+00	1.20E-02	
3.43E-5	2.12E+00	1.40E-02	
3.44E-5	2.12E+00	1.40E-02	
3.45E-5	2.12E+00	1.40E-02	
3.46E-5	2.12E+00	1.40E-02	
3.47E-5	2.12E+00	1.60E-02	
3.48E-5	2.12E+00	1.80E-02	
3.49E-5	2.12E+00	1.80E-02	
3.5E-5	2.12E+00	2.00E-02	
3.51E-5	2.12E+00	2.00E-02	
3.52E-5	2.12E+00	2.00E-02	
3.53E-5	2.12E+00	2.20E-02	
3.54E-5	2.12E+00	2.20E-02	
3.55E-5	2.12E+00	2.40E-02	
3.56E-5	2.12E+00	2.60E-02	
3.57E-5	2.12E+00	2.60E-02	
3.58E-5	2.12E+00	2.60E-02	
3.59E-5	2.12E+00	2.60E-02	
3.6E-5	2.12E+00	2.40E-02	
3.61E-5	2.12E+00	2.40E-02	
3.62E-5	2.12E+00	2.00E-02	
3.63E-5	2.12E+00	1.80E-02	
3.64E-5	2.12E+00	1.60E-02	
3.65E-5	2.12E+00	1.60E-02	
3.66E-5	2.12E+00	1.60E-02	
3.67E-5	2.12E+00	1.60E-02	
3.68E-5	2.12E+00	1.60E-02	
3.69E-5	2.12E+00	1.80E-02	
3.7E-5	2.12E+00	1.60E-02	
3.71E-5	2.12E+00	1.60E-02	
3.72E-5	2.12E+00	1.40E-02	
3.73E-5	2.12E+00	1.40E-02	
3.74E-5	2.12E+00	1.40E-02	
3.75E-5	2.12E+00	1.60E-02	
3.76E-5	2.12E+00	1.60E-02	
3.77E-5	2.12E+00	1.80E-02	
3.78E-5	2.12E+00	1.80E-02	
3.79E-5	2.12E+00	2.00E-02	
3.8E-5	2.12E+00	2.00E-02	
3.81E-5	2.12E+00	2.00E-02	
3.82E-5	2.12E+00	2.00E-02	
3.83E-5	2.12E+00	1.80E-02	
3.84E-5	2.12E+00	1.60E-02	
3.85E-5	2.12E+00	1.60E-02	
3.86E-5	2.12E+00	1.40E-02	
3.87E-5	2.12E+00	1.40E-02	
3.88E-5	2.12E+00	1.40E-02	
3.89E-5	2.12E+00	1.60E-02	
3.9E-5	2.12E+00	1.60E-02	
3.91E-5	2.08E+00	1.60E-02	
3.92E-5	2.12E+00	1.60E-02	
3.93E-5	2.12E+00	1.80E-02	
3.94E-5	2.12E+00	1.80E-02	
3.95E-5	2.12E+00	1.80E-02	
3.96E-5	2.12E+00	1.80E-02	
3.97E-5	2.12E+00	1.80E-02	
3.98E-5	2.12E+00	2.00E-02	
3.99E-5	2.12E+00	2.00E-02	
4.E-5	2.12E+00	2.20E-02	
4.01E-5	2.12E+00	2.20E-02	
4.02E-5	2.12E+00	2.20E-02	
4.03E-5	2.12E+00	2.20E-02	
4.04E-5	2.12E+00	2.20E-02	
4.05E-5	2.12E+00	2.20E-02	
4.06E-5	2.12E+00	2.20E-02	
4.07E-5	2.12E+00	2.00E-02	
4.08E-5	2.12E+00	2.00E-02	
4.09E-5	2.12E+00	2.20E-02	
4.1E-5	2.12E+00	2.20E-02	
4.11E-5	2.12E+00	2.00E-02	
4.12E-5	2.12E+00	2.00E-02	
4.13E-5	2.12E+00	1.80E-02	
4.14E-5	2.12E+00	1.60E-02	
4.15E-5	2.12E+00	1.40E-02	
4.16E-5	2.12E+00	1.20E-02	
4.17E-5	2.12E+00	1.20E-02	
4.18E-5	2.12E+00	1.20E-02	
4.19E-5	2.12E+00	1.20E-02	
4.2E-5	2.12E+00	1.20E-02	
4.21E-5	2.12E+00	1.20E-02	
4.22E-5	2.12E+00	1.40E-02	
4.23E-5	2.12E+00	1.40E-02	
4.24E-5	2.12E+00	1.60E-02	
4.25E-5	2.12E+00	1.60E-02	
4.26E-5	2.12E+00	1.80E-02	
4.27E-5	2.08E+00	2.00E-02	
4.28E-5	2.12E+00	2.00E-02	
4.29E-5	2.12E+00	2.00E-02	
4.3E-5	2.12E+00	1.80E-02	
4.31E-5	2.12E+00	1.80E-02	
4.32E-5	2.12E+00	1.60E-02	
4.33E-5	2.12E+00	1.60E-02	
4.34E-5	2.12E+00	1.60E-02	
4.35E-5	2.12E+00	1.80E-02	
4.36E-5	2.12E+00	1.80E-02	
4.37E-5	2.12E+00	1.60E-02	
4.38E-5	2.12E+00	1.80E-02	
4.39E-5	2.12E+00	1.80E-02	
4.4E-5	2.12E+00	1.80E-02	
4.41E-5	2.12E+00	2.00E-02	
4.42E-5	2.12E+00	2.00E-02	
4.43E-5	2.12E+00	2.00E-02	
4.44E-5	2.12E+00	2.00E-02	
4.45E-5	2.12E+00	2.00E-02	
4.46E-5	2.12E+00	2.00E-02	
4.47E-5	2.12E+00	2.00E-02	
4.48E-5	2.12E+00	2.00E-02	
4.49E-5	2.12E+00	1.80E-02	
4.5E-5	2.12E+00	1.80E-02	
4.51E-5	2.12E+00	1.60E-02	
4.52E-5	2.12E+00	1.60E-02	
4.53E-5	2.12E+00	1.60E-02	
4.54E-5	2.12E+00	1.80E-02	
4.55E-5	2.12E+00	1.80E-02	
4.56E-5	2.12E+00	2.00E-02	
4.57E-5	2.12E+00	2.00E-02	
4.58E-5	2.12E+00	2.00E-02	
4.59E-5	2.12E+00	2.20E-02	
4.6E-5	2.08E+00	2.20E-02	
4.61E-5	2.12E+00	2.00E-02	
4.62E-5	2.12E+00	1.80E-02	
4.63E-5	2.08E+00	1.80E-02	
4.64E-5	2.12E+00	1.80E-02	
4.65E-5	2.12E+00	2.00E-02	
4.66E-5	2.12E+00	2.00E-02	
4.67E-5	2.12E+00	1.80E-02	
4.68E-5	2.12E+00	1.60E-02	
4.69E-5	2.12E+00	1.40E-02	
4.7E-5	2.12E+00	1.40E-02	
4.71E-5	2.12E+00	1.40E-02	
4.72E-5	2.12E+00	1.40E-02	
4.73E-5	2.12E+00	1.40E-02	
4.74E-5	2.12E+00	1.40E-02	
4.75E-5	2.12E+00	1.40E-02	
4.76E-5	2.12E+00	1.40E-02	
4.77E-5	2.12E+00	1.60E-02	
4.78E-5	2.12E+00	1.80E-02	
4.79E-5	2.12E+00	2.00E-02	
4.8E-5	2.12E+00	2.00E-02	
4.81E-5	2.08E+00	2.00E-02	
4.82E-5	2.12E+00	2.00E-02	
4.83E-5	2.08E+00	1.80E-02	
4.84E-5	2.12E+00	1.80E-02	
4.85E-5	2.12E+00	1.80E-02	
4.86E-5	2.08E+00	1.60E-02	
4.87E-5	2.12E+00	1.80E-02	
4.88E-5	2.08E+00	1.80E-02	
4.89E-5	2.12E+00	1.80E-02	
4.9E-5	2.08E+00	1.80E-02	
4.91E-5	2.12E+00	2.00E-02	
4.92E-5	2.08E+00	2.00E-02	
4.93E-5	2.12E+00	2.20E-02	
4.94E-5	2.08E+00	2.00E-02	
4.95E-5	2.12E+00	2.00E-02	
4.96E-5	2.12E+00	2.00E-02	
4.97E-5	2.08E+00	1.80E-02	
4.98E-5	2.08E+00	1.80E-02	
4.99E-5	2.08E+00	1.60E-02	
5.E-5	2.08E+00	1.60E-02	
5.01E-5	2.08E+00	1.60E-02	
5.02E-5	1.88E+00	1.60E-02	
5.03E-5	1.28E+00	1.60E-02	
5.04E-5	-3.44E+00	1.60E-02	
5.05E-5	-6.00E+00	1.80E-02	
5.06E-5	-6.00E+00	1.60E-02	
5.07E-5	-6.00E+00	1.60E-02	
5.08E-5	-6.00E+00	1.80E-02	
5.09E-5	-6.00E+00	1.80E-02	
5.1E-5	-6.00E+00	2.00E-02	
5.11E-5	-6.00E+00	2.00E-02	
5.12E-5	-6.00E+00	2.00E-02	
5.13E-5	-6.00E+00	2.20E-02	
5.14E-5	-6.00E+00	2.40E-02	
5.15E-5	-6.00E+00	3.20E-02	
5.16E-5	-6.00E+00	3.80E-02	
5.17E-5	-6.00E+00	3.60E-02	
5.18E-5	-6.00E+00	2.80E-02	
5.19E-5	-6.00E+00	2.00E-02	
5.2E-5	-6.00E+00	1.20E-02	
5.21E-5	-6.00E+00	1.20E-02	
5.22E-5	-6.00E+00	1.60E-02	
5.23E-5	-6.00E+00	1.60E-02	
5.24E-5	-6.00E+00	1.80E-02	
5.25E-5	-5.96E+00	1.60E-02	
5.26E-5	-2.24E+00	1.60E-02	
5.27E-5	3.28E+00	1.60E-02	
5.28E-5	4.20E+00	1.40E-02	
5.29E-5	4.20E+00	1.40E-02	
5.3E-5	4.20E+00	1.20E-02	
5.31E-5	4.20E+00	1.00E-02	
5.32E-5	4.20E+00	1.00E-02	
5.33E-5	4.20E+00	8.00E-03	
5.34E-5	4.20E+00	6.00E-03	
5.35E-5	4.20E+00	6.00E-03	
5.36E-5	4.20E+00	6.00E-03	
5.37E-5	4.20E+00	6.00E-03	
5.38E-5	4.20E+00	6.00E-03	
5.39E-5	4.20E+00	8.00E-03	
5.4E-5	4.20E+00	1.00E-02	
5.41E-5	4.20E+00	1.00E-02	
5.42E-5	4.20E+00	1.20E-02	
5.43E-5	3.76E+00	1.20E-02	
5.44E-5	2.12E+00	1.20E-02	
5.45E-5	7.20E-01	1.00E-02	
5.46E-5	-4.40E-01	1.00E-02	
5.47E-5	-1.52E+00	1.00E-02	
5.48E-5	-2.56E+00	1.00E-02	
5.49E-5	-3.48E+00	8.00E-03	
5.5E-5	-4.16E+00	4.00E-03	
5.51E-5	-4.52E+00	2.00E-03	
5.52E-5	-4.52E+00	-2.00E-03	
5.53E-5	-3.88E+00	-4.00E-03	
5.54E-5	-2.84E+00	-8.00E-03	
5.55E-5	-2.08E+00	-1.00E-02	
5.56E-5	-1.56E+00	-1.20E-02	
5.57E-5	-1.20E+00	-1.40E-02	
5.58E-5	-1.00E+00	-1.60E-02	
5.59E-5	-8.80E-01	-1.60E-02	
5.6E-5	-8.00E-01	-1.60E-02	
5.61E-5	-7.60E-01	-1.80E-02	
5.62E-5	-7.20E-01	-1.80E-02	
5.63E-5	-6.40E-01	-2.00E-02	
5.64E-5	-5.60E-01	-2.00E-02	
5.65E-5	-5.20E-01	-2.20E-02	
5.66E-5	-4.80E-01	-2.20E-02	
5.67E-5	-4.00E-01	-2.40E-02	
5.68E-5	-3.60E-01	-2.60E-02	
5.69E-5	-2.80E-01	-2.80E-02	
5.7E-5	-2.00E-01	-3.00E-02	
5.71E-5	-1.20E-01	-3.20E-02	
5.72E-5	-4.00E-02	-3.40E-02	
5.73E-5	8.00E-02	-3.60E-02	
5.74E-5	1.60E-01	-3.60E-02	
5.75E-5	2.40E-01	-3.80E-02	
5.76E-5	2.80E-01	-3.80E-02	
5.77E-5	3.20E-01	-4.00E-02	
5.78E-5	3.60E-01	-4.00E-02	
5.79E-5	4.00E-01	-4.20E-02	
5.8E-5	4.40E-01	-4.40E-02	
5.81E-5	4.40E-01	-4.60E-02	
5.82E-5	4.40E-01	-5.00E-02	
5.83E-5	4.40E-01	-5.20E-02	
5.84E-5	4.40E-01	-5.40E-02	
5.85E-5	4.40E-01	-5.80E-02	
5.86E-5	4.40E-01	-6.00E-02	
5.87E-5	4.40E-01	-6.20E-02	
5.88E-5	4.40E-01	-6.40E-02	
5.89E-5	4.00E-01	-6.60E-02	
5.9E-5	4.00E-01	-6.80E-02	
5.91E-5	3.60E-01	-6.80E-02	
5.92E-5	3.60E-01	-7.00E-02	
5.93E-5	3.20E-01	-7.20E-02	
5.94E-5	3.20E-01	-7.40E-02	
5.95E-5	2.80E-01	-7.80E-02	
5.96E-5	2.40E-01	-7.80E-02	
5.97E-5	2.40E-01	-8.00E-02	
5.98E-5	2.00E-01	-8.00E-02	
5.99E-5	1.60E-01	-8.00E-02	
6.E-5	1.60E-01	-8.20E-02	
6.01E-5	1.20E-01	-8.40E-02	
6.02E-5	1.20E-01	-8.60E-02	
6.03E-5	1.20E-01	-8.80E-02	
6.04E-5	1.20E-01	-9.00E-02	
6.05E-5	8.00E-02	-9.20E-02	
6.06E-5	8.00E-02	-9.40E-02	
6.07E-5	4.00E-02	-9.60E-02	
6.08E-5	4.00E-02	-9.80E-02	
6.09E-5	4.00E-02	-1.00E-01	
6.1E-5	0.00E+00	-1.04E-01	
6.11E-5	0.00E+00	-1.04E-01	
6.12E-5	0.00E+00	-1.06E-01	
6.13E-5	0.00E+00	-1.06E-01	
6.14E-5	0.00E+00	-1.04E-01	
6.15E-5	0.00E+00	-1.02E-01	
6.16E-5	0.00E+00	-1.00E-01	
6.17E-5	0.00E+00	-9.80E-02	
6.18E-5	0.00E+00	-9.60E-02	
6.19E-5	4.00E-02	-9.80E-02	
6.2E-5	4.00E-02	-9.80E-02	
6.21E-5	4.00E-02	-9.80E-02	
6.22E-5	4.00E-02	-1.00E-01	
6.23E-5	4.00E-02	-1.02E-01	
6.24E-5	4.00E-02	-1.04E-01	
6.25E-5	4.00E-02	-1.08E-01	
6.26E-5	4.00E-02	-1.10E-01	
6.27E-5	4.00E-02	-1.10E-01	
6.28E-5	4.00E-02	-1.10E-01	
6.29E-5	4.00E-02	-1.10E-01	
